lon,lat,Number,Name,Issued,Expiration,Capacity,Company,Waterway,State
-146.3038889,61.0844444,2742,SOLOMON GULCH,6/21/1978,5/31/2028,12000,COPPER VALLEY ELECTRIC ASSN.,SOLOMON GULCH AK,AK
-105.5345038,40.3676528,2829,LOVELAND,6/30/1978,3/8/2016,900,LOVELAND CITY OF (CO),BIG THOMPSON RIVER CO,CO
-118.7495933,37.099909,67,"BIG CR NOS 2A,8 & EASTWOOD (PS&CON)",8/9/1978,2/28/2009,373320,SOUTHERN CALIFORNIA EDISON CO (CA),SOUTH FORK SAN JOAQUIN RIVER CA,CA
-119.4179324,36.778261,2781,NEW MELONES T.L.,9/18/1978,8/31/2028,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-70.8565892,42.81182,2800,LAWRENCE,12/4/1978,11/30/2028,16800,ESSEX CO (MA),MERRIMACK RIVER MA,MA
-117.050991,46.399883,2842,IDAHO FALLS,2/8/1979,1/31/2029,27000,IDAHO FALLS CITY OF (ID),SNAKE RIVER ID,ID
-69.8695642,43.9703225,2284,BRUNSWICK,2/9/1979,2/28/2029,19000,"BROOKFIELD WHITE PINE HYDRO, LLC.",ANDROSCOGGIN RIVER ME,ME
-70.6239498,44.3329217,2808,BARKER'S MILL,2/23/1979,1/31/2019,1500,KEI (MAINE) POWER MGMT (III) LLC,LITTLE ANDROSCOGGIN RIVER ME,ME
-74.0059413,40.7127837,2788,COLLIERSVILLE,3/13/1979,2/28/2019,1450,HYDRO DEVELOPMENT GROUP INC (NY),NORTH BRANCH SUSQUEHANNA RIVER NY,NY
-122.2009185,45.4367978,2821,PORTLAND NO 1 & 2,3/22/1979,2/28/2029,35625,CITY OF PORTLAND WATER BUREAU,BULL RUN RIVER OR,OR
-135.1367058,56.9882984,2818,GREEN LAKE,4/5/1979,3/31/2029,18540,SITKA CITY OF & BOROUGH OF (AK),VODOPAD R AK,AK
-79.810046,33.3685282,199,SANTEE-COOPER,5/9/1979,3/31/2006,134520,SOUTH CAROLINA PUB SERV AUTH (SC),SANTEE RIVER SC,SC
-69.7711554,44.2306254,2809,AMERICAN TISSUE,5/9/1979,4/30/2019,1000,KEI (MAINE) POWER MGMT (III) LLC,COBBOSSEECONTEE STREAM ME,ME
-72.5428968,42.8136064,1904,VERNON,6/25/1979,4/30/2018,32400,TRANSCANADA HYDRO NORTHEAST INC.,CONNECTICUT RIVER VT,VT
-71.998739,44.4946501,2839,GREAT FALLS,6/29/1979,5/31/2019,2050,LYNDONVILLE VILLAGE OF (VT),PASSUMPSIC RIVER VT,VT
-72.5428968,42.8136064,1855,BELLOWS FALLS,8/3/1979,4/30/2018,40800,TRANSCANADA HYDRO NORTHEAST INC.,CONNECTICUT RIVER VT,VT
-119.4347376,36.6451696,2741,PINE FLAT,9/25/1979,8/31/2029,165000,KINGS RIVER CONSERVATION DIST (CA),KINGS RIVER CA,CA
-74.9099025,43.9036755,2823,LOWER BEAVER FALLS,10/18/1979,9/30/2019,1000,"ALGONQUIN POWER, LLC.",BEAVER RIVER NY,NY
-122.6823061,38.9782525,96,KERCKHOFF,11/8/1979,11/30/2022,162720,PACIFIC GAS AND ELECTRIC CO (C,SAN JOAQUIN R CA,CA
-72.5428968,42.8136064,1892,WILDER,12/10/1979,4/30/2018,35600,TRANSCANADA HYDRO NORTHEAST INC.,CONNECTICUT RIVER VT,VT
-113.5161156,46.7645397,1869,THOMPSON FALLS,12/28/1979,12/31/2025,92600,"PP&L MONTANA, LLC",CLARK FORK MT,MT
-92.7345159,45.1464966,2894,BLACK BROOK DAM,1/22/1980,12/31/2020,650,FLAMBEAU HYDRO LLC.,APPLE RIVER WI,WI
-121.7442241,40.7004107,606,KILARC - COW CREEK,2/8/1980,3/27/2007,4440,PACIFIC GAS AND ELECTRIC CO (C,SOUTH COW CREEK CA,CA
-68.9982366,44.492396,2804,GOOSE RIVER,3/24/1980,2/29/2020,375,GOOSE RIVER HYDRO INC (ME),GOOSE RIVER ME,ME
-119.4179324,36.778261,2876,PINE FLAT T.L.,3/24/1980,8/31/2029,0,CALIFORNIA DEPT-WTR RESOURCES (CA), CA,CA
-119.0386189,46.6481948,2926,RUSSEL D SMITH PEC 22.7,3/27/1980,2/28/1930,6100,EAST COLUMBIA BASIN IRR DIST (WA),POTHOLES EAST CANAL WA,WA
-76.4898849,43.4419838,2837,GRANBY,4/7/1980,3/31/2020,10080,"ERIE BOULEVARD HYDROPOWER, L.P.",OSWEGO RIVER NY,NY
-118.8258913,37.0578345,175,BALCH,4/18/1980,4/30/2026,130500,PACIFIC GAS AND ELECTRIC CO (C,NORTH FORK KINGS RIVER CA,CA
-72.5428968,42.8136064,1889,TURNERS FALLS,5/5/1980,4/30/2018,67709,FIRSTLIGHT HYDRO GENERATING CO.,CONNECTICUT RIVER VT,VT
-120.1008641,39.5393292,2987,CORNWELL,5/7/1980,4/30/1930,12,CORNWELL HOWARD W & VERNA J,MERRILL CREEK CA,CA
-80.590641,37.1377082,2883,FRIES,6/10/1980,5/31/2020,5213,AQUENERGY SYSTEMS INC (SC),NEW RIVER VA,VA
-116.2103242,43.6149495,2832,LUCKY PEAK,6/10/1980,5/31/1930,101250,BIG BEND IRRIGATION DISTRICT (OR),BOISE RIVER ID,ID
-121.5665959,39.7984568,803,DESABLA-CENTERVILLE,6/12/1980,10/11/2009,26650,PACIFIC GAS AND ELECTRIC CO (C,WEST BRANCH FEATHER RIVER CA,CA
-134.6715773,56.3006209,3017,JETTY LAKE,7/17/1980,6/30/1930,249,ARMSTRONG KETA INC (AK),JETTY LAKE AK,AK
-149.3684378,60.866257,2911,SWAN LAKE,7/17/1980,6/30/1930,22000,SOUTHEAST ALASKA POWER AGENCY,FALLS CREEK AK,AK
-75.6035738,41.9500349,1888,YORK HAVEN,8/14/1980,9/1/2014,19600,"YORK HAVEN POWER COMPANY, LLC.",SUSQUEHANNA RIVER PA,PA
-75.6035738,41.9500349,405,CONOWINGO,8/14/1980,9/1/2014,574540,EXELON GENERATING COMPANY L..L.C.,SUSQUEHANNA RIVER PA,PA
-75.6035738,41.9500349,1881,HOLTWOOD,8/14/1980,8/31/1930,195500,"PPL HOLTWOOD, LLC.",SUSQUEHANNA RIVER PA,PA
-75.5991789,41.9436071,1025,SAFE HARBOR,8/14/1980,4/22/1930,380390,SAFE HARBOR WATER POWER CORP (PA),SUSQUEHANNA R PA,PA
-98.0677877,29.2517827,2960,GONZALES,8/25/1980,7/31/2020,1140,GONZALES CITY OF (TX),GUADALUPE RIVER TX,TX
NA,NA,2660,FOREST CITY (STORAGE),8/27/1980,8/31/2000,0,"WOODLAND PULP, LLC",EAST BRANCH ST. CROIX RIVER ME,ME
-84.2386132,44.2764083,2618,WEST BRANCH (STORAGE),9/4/1980,9/29/2000,0,"WOODLAND PULP, LLC",WEST BRANCH ST. CROIX RIVER ME,ME
-68.656,45.239,2721,HOWLAND,9/12/1980,9/30/2000,1875,PENOBSCOT RIVER RESTORATION TRUST,PISCATAQUIS RIVER ME,ME
-71.507156,41.9936228,3023,TUPPERWARE,10/24/1980,9/30/2020,2000,BLACKSTONE HYDRO INC (MD),BLACKSTONE RIVER RI,RI
-71.507156,41.9936228,2972,WOONSOCKET FALLS,11/6/1980,10/31/2020,1100,WOONSOCKET CITY OF (RI),BLACKSTONE RIVER RI,RI
-69.8389992,43.9931655,2322,SHAWMUT,1/5/1981,1/31/2021,8740,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,ME
-122.0123514,38.4910181,2780,MONTICELLO,1/29/1981,12/31/1930,11500,SOLANO IRRIGATION DISTRICT (CA),PUTAH CREEK CA,CA
-85.9932654,44.1215913,3030,ELK RAPIDS,2/9/1981,12/31/2014,700,ANTRIM COUNTY (MI),ELK RIVER MI,MI
-116.0034162,45.1727239,2848,CASCADE,2/17/1981,1/31/1931,12420,IDAHO POWER CO (ID),PAYETTE RIVER NORTH FORK ID,ID
-121.7899972,37.9620541,2916,LOWER MOKELUMNE RIVER,3/10/1981,3/31/1931,33048,EAST BAY MUNICIPAL UTIL DIST (CA),MOKELUMNE R CA,CA
-74.1195915,40.7187948,2814,GREAT FALLS,3/11/1981,2/28/2021,10950,GREAT FALLS HYDROELECTRIC CO (MN),PASSAIC RIVER NJ,NJ
-73.9242251,41.1896081,2934,UPPER MECHANICVILLE,4/23/1981,3/31/2021,18500,NEW YORK STATE ELEC & GAS CORP (NY),HUDSON RIVER NY,NY
-73.2469795,42.3169669,2985,WILLOW MILL,5/1/1981,4/30/2011,100,"ONYX SPECIALTY PAPERS, INC.",HOUSATONIC RIVER MA,MA
-117.4144925,47.6642432,3074,UPRIVER,6/4/1981,5/31/1931,17700,SPOKANE CITY OF (WA),SPOKANE RIVER WA,WA
-73.6864106,42.4116613,3273,CHITTENDEN FALLS,6/29/1981,5/31/2021,845,CHITTENDEN FALLS DAM CORP (NY),KINDERHOOK CR NY,NY
113.921327,-0.789275,3104,LUCKY PEAK T. L.,6/30/1981,5/31/1930,0,IDAHO POWER CO (ID), ID,ID
-65.641954,44.572535,2997,CAMP FAR WEST,7/2/1981,6/30/2021,6800,SOUTH SUTTER WATER DISTRICT (CA),BEAR RIVER CA,CA
-78.168859,43.0792232,3452,OAK ORCHARD,7/15/1981,6/30/2021,350,"ERIE BOULEVARD HYDROPOWER, L.P.",OAK ORCHARD CREEK NY,NY
-76.4975976,42.4527812,3251,CORNELL UNIVERSITY,7/28/1981,6/30/2021,1718,CORNELL UNIVERSITY (NY),FALL CREEK NY,NY
-81.1978114,34.1354828,2880,CHEROKEE FALLS,8/3/1981,7/31/2021,4140,AQUENERGY SYSTEMS INC (SC),BROAD RIVER SC,SC
-131.4392259,56.1666658,3015,TYEE LAKE,8/5/1981,7/31/1931,20000,SOUTHEAST ALASKA POWER AGENCY,TYEE CREEK AK,AK
-83.2783333,33.5441667,3102,HIGH SHOALS,8/7/1981,8/30/2021,1027,BRACEWELL GAYNOR L,APALACHEE RIVER GA,GA
-120.8782393,47.1579105,3295,SUMMER FALLS,8/14/1981,7/31/1931,92000,EAST COLUMBIA BASIN IRR DIST (WA),MAIN CANAL WA,WA
-71.3922785,41.8906553,3063,CENTRAL FALLS,8/28/1981,7/31/2021,818,BRUNER/COTT INC (MA),CENTRAL FALLS RI,RI
-72.6024229,44.5614046,2629,MORRISVILLE,8/28/1981,4/30/2015,5100,MORRISVILLE VILLAGE OF (VT),LAMOILLE RIVER VT,VT
-70.8194279,43.1957051,3777,ROLLINSFORD,9/18/1981,8/31/2021,1500,ROLLINSFORD TOWN OF (NH),SALMON FALLS RIVER NH,NH
-70.8194279,43.1957051,3820,SOMERSWORTH,9/29/1981,8/31/2021,2220,GENERAL ELECTRIC CO (NH),SALMON FALLS RIVER NH,NH
-93.3070973,45.0479383,4025,SHINGLE CREEK,9/30/1981,8/31/1931,224,DEVENY WILLIS & BETTY,"SHINGLE CREEK,NORTH & SOUTH FORK ID",ID
-70.6995388,44.4097646,2861,PONTOOK,10/2/1981,9/30/1931,9600,N H DEPT-ENIR SERV-WTR RES DIV (NH),ANDROSCOGGIN RIVER NH,NH
-153.088188,57.6679314,2743,TERROR LAKE,10/5/1981,10/31/1931,36000,KODIAK ELECTRIC ASSN INC (AK),TERROR RIVER AK,AK
-108.2048332,44.8621774,3031,GARLAND CANAL,10/9/1981,9/30/1931,2610,SHOSHONE IRRIGATION DISTRICT (WY),SHOSHONE RIVER WY,WY
-71.7428318,43.6138194,3107,NEWFOUND,11/6/1981,10/31/1931,1500,"KTZ HYDRO, LLC",NEWFOUND RIVER NH,NH
-120.8782393,47.1579105,2849,MAIN CANAL HEADWORKS,11/16/1981,11/30/1931,26000,EAST COLUMBIA BASIN IRR DIST (WA),MAIN CANAL WA,WA
-72.7664614,43.6424759,2816,NORTH HARTLAND,11/24/1981,11/30/2021,4137,"NORTH HARTLAND,LLC",OTTAUQUECHEE RIVER VT,VT
-119.1289646,46.4951334,3842,ELTOPIA BRANCH CANAL,12/9/1981,12/31/1931,2200,EAST COLUMBIA BASIN IRR DIST (WA),ELTOPIA BRANCH CANAL WA,WA
-119.0386189,46.6481948,3843,POTHOLES EAST CANAL,12/9/1981,12/31/1931,2400,EAST COLUMBIA BASIN IRR DIST (WA),POTHOLES EAST CANAL WA,WA
-91.5656694,31.366095,2854,SIDNEY A. MURRAY (OLD RIVER),1/27/1982,12/31/1931,192000,CATALYST OLD RIVER H/E L P (NY),OLD RIVER LA,LA
-73.1940831,44.4924785,2879,BOLTON FALLS,2/5/1982,1/31/2022,7550,GREEN MOUNTAIN POWER CORP (VT),WINOOSKI RIVER VT,VT
-120.1187121,38.092507,2409,NORTH FORK STANISLAUS RIVER,2/8/1982,1/31/1932,258726,CALAVERAS COUNTY WATER DIST (CA),N FORK STANISLAUS R CA,CA
-84.9307921,45.1862875,3409,BOYNE RIVER DAM,2/22/1982,1/31/2022,250,BOYNE USA INC (MI),BOYNE RIVER MI,MI
-74.2106043,42.7288236,2955,NORMANSKILL,3/5/1982,2/28/2022,1250,WATERVLIET CITY OF (NY),NORMANS KILL NY,NY
-123.1327218,39.2977315,2841,LAKE MENDOCINO,4/1/1982,3/31/1932,3500,UKIAH CITY OF (CA),EAST FORK RUSSIAN RIVER CA,CA
-70.8075489,43.4786526,5362,LOWER MOUSAM,4/16/1982,3/31/2022,600,KENNEBUNK LIGHT & POWER DIST (ME),MOUSAM RIVER ME,ME
-76.087894,43.5427297,3267,BALLARD MILL,4/19/1982,3/31/2022,405,"CHASM HYDRO, INC",SALMON RIVER NY,NY
-70.8194279,43.1957051,4451,LOWER GREAT FALLS,4/22/1982,4/30/2022,1280,SOMERSWORTH CITY OF (NH),SALMON FALLS RIVER NH,NH
-71.6512048,43.439862,2966,CLEMENT DAM,5/17/1982,4/30/1932,2600,"CLEMENT DAM HYDROELECTRIC,LLC",WINNIPESAUKE RIVER NH,NH
-71.9497954,42.0237077,3472,WYRE-WYND,5/19/1982,4/30/2022,2780,SUMMIT HYDROPOWER (CT),QUINEBAUG R CT,CT
-73.9242251,41.1896081,3511,GROVEVILLE,6/4/1982,5/31/2022,927,LOWER SARANAC CORPORATION,HUDSON RIVER NY,NY
-119.4179324,36.778261,5536,PARDEE TAP NO 2 & CAMANCHE TAP T. L,6/8/1982,3/31/1931,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-119.4179324,36.778261,2958,MADERA CANAL,6/8/1982,5/31/1932,3645,MADERA-CHOWCHILLA POWER AUTH (CA),USBR MADERA CANAL CA,CA
-74.184787,41.621772,4428,WALDEN,6/15/1982,5/31/2022,2824,CONSOLIDATED HYDRO NY INC (CT),WALLKILL RIVER NY,NY
-79.4025121,40.4685141,3207,CONEMAUGH,6/16/1982,5/31/1932,15000,PENNSYLVANIA RENEWABLE RESOUR (NY),CONEMAUGH RIVER PA,PA
-84.4289314,29.9881768,2891,JACKSON BLUFF,7/14/1982,6/30/2022,10900,TALLAHASSEE CITY OF (FL),OCHLOCKONEE RIVER FL,FL
-72.1059855,44.3251746,5702,BARNET,8/6/1982,7/31/1932,530,BARNET HYDRO CO (VT),STEVENS RIVER VT,VT
-74.9378234,43.253432,3211,HINCKLEY(GREGORY B. JARVIS),8/12/1982,7/31/2022,9000,NEW YORK POWER AUTHORITY,WEST CANADA CREEK NY,NY
-119.1696946,46.2209395,2937,QUINCY CHUTE,8/20/1982,7/31/1932,9367,EAST COLUMBIA BASIN IRR DIST (WA),WEST CANAL WA,WA
-119.4179324,36.778261,5828,MONTICELLO POWERHOUSE T. L.,8/24/1982,12/31/1931,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-120.1933754,40.5801952,3193,STONY GORGE,8/31/1982,7/31/1932,4900,SANTA CLARA CITY OF (CA),STONY CREEK CA,CA
-69.8695642,43.9703225,4784,PEJEPSCOT,9/16/1982,8/31/2022,13880,TOPSHAM HYDRO PARTNERS LTD PT (MN),ANDROSCOGGIN RIVER ME,ME
-119.0386189,46.6481948,2840,POTHOLES EAST CANAL HEADWORKS,9/21/1982,9/30/1932,6200,EAST COLUMBIA BASIN IRR DIST (WA),POTHOLES EAST CANAL WA,WA
-81.8192828,34.6311685,4362,RIVERDALE,9/29/1982,8/31/2012,1240,INMAN MILLS (SC),ENOREE RIVER SC,SC
-120.5101643,37.4383158,2892,FRIANT,9/30/1982,8/31/1932,27360,FRIANT POWER AUTHORITY (CA),SAN JOAQUIN RIVER CA,CA
-121.2719898,44.5737298,5891,OPAL SPRINGS,11/2/1982,10/31/1932,4300,DESCHUTES VALLEY WATER DIST (OR),CROOKED RIVER OR,OR
-71.5031889,43.9771233,3253,CAMPTON,11/9/1982,10/31/2022,639,MAD RIVER POWER ASSOCIATES (NH),MAD RIVER NH,NH
-77.1945247,41.2033216,2769,RAYSTOWN,11/10/1982,10/31/1932,20300,ALLEGHENY ELECTRIC COOP INC (PA),RAYSTOWN LAKE DAM AND RESERVOIR PA,PA
-71.6694888,43.2390233,3342,PENACOOK LOWER FALLS,11/17/1982,10/31/2022,4110,BRIAR-HYDRO ASSOCIATES (MA),CONTOOCOOK RIVER NH,NH
-105.406667,40.016944,3819,SUGARLOAF,11/18/1982,10/31/1932,3830,STS HYDROPOWER LTD (IL),MT. ELBERT CONDUIT (SUGARLOAF) CO,CO
-120.7895855,38.1605756,2903,NEW HOGAN,11/22/1982,10/31/1932,2650,CALAVERAS COUNTY WATER DIST (CA),NEW HOGAN DAM CA,CA
-73.1940831,44.4924785,5124,NORTH BRANCH NO 3,11/23/1982,10/31/2022,933,WASHINGTON ELECTRIC COOP INC (VT),WINOOSKI RIVER VT,VT
-72.7805458,44.1899201,5944,MORETOWN NO 8,12/7/1982,11/30/2022,1250,"AMPERSAND MORETOWN HYDRO, LLC.",MAD RIVER VT,VT
-70.8394954,43.1869243,4718,COCHECO FALLS DAM,12/8/1982,12/31/2022,714,COCHECO FALLS ASSOCIATES (NH),COCHECO RIVER NH,NH
-70.868548,43.8023808,2530,HIRAM,12/22/1982,11/30/2022,10500,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-121.4391401,39.8950349,6120,CAMP CREEK,12/29/1982,11/30/1932,990,LASSEN STATION HYDROELEC L P (WA),CAMP CREEK CA,CA
-97.8582374,41.367814,1256,LOUP RIVER,12/29/1982,4/15/2014,47700,LOUP RIVER PUBLIC POWER DIST (NE),LOUP RIVER NE,NE
-75.7943671,44.0125639,4796,GLEN PARK,12/29/1982,11/30/1932,32650,"NORTHBROOK NEW YORK, LLC.",BLACK RIVER NY,NY
-72.1686601,43.1496371,3309,NASH MILL DAM,12/30/1982,11/30/2022,225,"MARLOW HYDRO, LLC.",ASHUELOT RIVER NH,NH
-72.6750649,43.3381909,3131,BROCKWAYS MILLS,1/20/1983,12/31/1932,803,"BROCKWAY MILLS, LLC",WILLIAMS RIVER VT,VT
-72.7664614,43.6424759,5313,DEWEY'S MILLS,1/20/1983,12/31/1932,2900,HYDRO ENERGIES CORP (VT),OTTAUQUECHEE RIVER VT,VT
-71.5659043,41.7332319,3011,ARCTIC,1/25/1983,12/31/2022,478,NATCO PRODUCTS CORP (RI),PAWTUXET RIVER RI,RI
-75.3687999,43.9764571,4334,PHILADELPHIA,2/17/1983,1/31/2023,3645,FORTISUS ENERGY CORP,INDIAN RIVER NY,NY
-121.0485719,40.2979436,2888,WHISKEYTOWN,3/10/1983,2/28/1933,3530,REDDING CITY OF (CA),CLEAR CREEK CA,CA
-74.9378234,43.253432,2701,WEST CANADA CREEK,3/18/1983,2/28/2023,39750,"ERIE BOULEVARD HYDROPOWER, L.P.",WEST CANADA CREEK NY,NY
-74.4808696,42.9784796,5728,SANDY HOLLOW,3/22/1983,2/28/2023,825,SANDY HOLLOW POWER CO INC (NY),INDIAN R NY,NY
-75.3571211,43.6167358,3255,LYONSDALE,3/22/1983,2/28/2023,3000,"LYONSDALE ASSOCIATES, LLC",MOOSE RIVER NY,NY
-70.8565892,42.81182,2790,LOWELL,4/13/1983,4/30/2023,24823,BOOTT HYDROPOWER INC,MERRIMACK RIVER MA,MA
-121.0369469,38.7639842,3189,ROCK CREEK,4/29/1983,3/31/1933,3544,ROCK CREEK LTD PARTNERSHIP (CA),SOUTH FORK AMERICAN RIVER CA,CA
-120.1933754,40.5801952,3190,BLACK BUTTE,5/5/1983,4/30/1933,6200,SANTA CLARA CITY OF (CA),STONY CREEK CA,CA
-116.62807,33.9033488,344,SAN GORGONIO,5/18/1983,4/26/2003,2250,SOUTHERN CALIFORNIA EDISON CO (CA),SAN GORGONIO RIVER CA,CA
-76.6181655,37.0686965,5596,BEDFORD,5/20/1983,4/30/2023,5772,BEDFORD CITY OF (VA),JAMES RIVER VA,VA
-90.3668194,38.342773,4306,MISSISSIPPI LOCK & DAM NO 2,7/11/1983,6/30/1933,4400,HASTINGS CITY OF (MN),MISSISSIPPI RIVER MN,MN
-72.8779638,44.9542663,2905,ENOSBURG FALLS,7/12/1983,4/30/2023,975,ENOSBURG FALLS VILLAGE OF (VT),MISSISQUOI RIVER VT,VT
-94.0646314,35.4130266,3044,LOCK & DAM NO 9,7/20/1983,6/30/1933,32400,ARKANSAS ELECTRIC COOP CORP (AR),ARKANSAS RIVER AR,AR
-71.5093347,42.7476546,3442,MINE FALLS,8/4/1983,7/31/2023,3000,MINE FALLS LTD PARTNERSHIP (ME),NASHUA RIVER NH,NH
-94.0646314,35.4130266,3033,DAM NO 2,8/10/1983,7/31/1933,102600,ARKANSAS ELECTRIC COOP CORP (AR),ARKANSAS RIVER AR,AR
-94.0646314,35.4130266,3449,MURRAY LOCK & DAM,8/17/1983,7/31/1933,39000,NORTH LITTLE ROCK CITY OF (AR),ARKANSAS RIVER AR,AR
-118.8116724,36.1332893,3038,SUCCESS,8/22/1983,7/31/1933,1400,LOWER TULE RIVER IRR DISTRICT (CA),TULE RIVER CA,CA
-70.6239498,44.3329217,3562,BARKER MILL UPPER,8/22/1983,7/31/2023,950,KEI (MAINE) POWER MGMT (III) LLC,LITTLE ANDROSCOGGIN RIVER ME,ME
-73.1940831,44.4924785,6470,WINOOSKI 8,8/29/1983,7/31/2023,810,WINOOSKI HYDROELECTRIC CO (VT),WINOOSKI RIVER VT,VT
-71.0445688,44.7801576,3133,ERROL,8/29/1983,7/31/2023,2031,"BROOKFIELD WHITE PINE HYDRO, LLC.",UMBAGOG LAKE NH,NH
-106.8189278,39.3633185,3603,RUEDI,9/8/1983,8/31/1933,5052,CITY OF ASPEN (CO),RUEDI DAM CO,CO
-70.8394954,43.1869243,6240,WATSON DAM,9/8/1983,8/31/2023,265,WATSON ASSOCIATES (NH),COCHECO RIVER NH,NH
-119.8651789,37.856035,2975,SAND BAR,9/8/1983,8/31/1933,16200,TRI-DAM POWER AUTHORITY (CA),STANISLAUS R MIDDLE FORK CA,CA
-72.0470357,44.1542302,5261,NEWBURY,9/8/1983,8/31/2023,340,NEWBURY HYDRO CO (VT),WELLS RIVER VT,VT
-119.4179324,36.778261,5765,MADERA CANAL,9/8/1983,8/31/1933,440,MADERA-CHOWCHILLA POWER AUTH (CA),USBR MADERA IRRIGATION CANAL CA,CA
-71.6512048,43.439862,6440,LAKEPORT,9/8/1983,8/31/2023,705,"LAKEPORT HYDROELECTRIC ONE, LLC",WINNIPESAUKEE RIVER NH,NH
-111.8342934,43.8970458,5089,FELT,9/9/1983,8/31/2023,7450,FALL RIVER RURAL ELEC COOP INC (ID),TETON RIVER ID,ID
-75.0951593,43.0645143,3509,LITTLE FALLS,9/19/1983,8/31/2023,13600,LITTLE FALLS HYDROELEC ASSOC (NY),NY STATE BARGE CANAL NY,NY
-118.4538736,35.8075701,4129,RIO BRAVO,9/20/1983,8/31/1933,14000,OLCESE WATER DISTRICT (CA),KERN RIVER CA,CA
-75.0092045,44.6171418,6115,PYRITES,9/23/1983,8/31/2023,8200,PYRITES ASSOCIATES (NY),GRASS RIVER NY,NY
-124.3067284,40.6282303,77,POTTER VALLEY,10/4/1983,4/14/2022,9959,PACIFIC GAS AND ELECTRIC CO (C,EEL RIVER CA,CA
-107.3288789,37.6527008,3174,VALLECITO,10/5/1983,9/30/1933,5844,PTARMIGAN RESOURCES&ENERGY INC (CO),LOS PINOS RIVER CO,CO
-73.6304593,44.367598,5867,ALICE FALLS,10/5/1983,9/30/2023,1942,"ALICE FALLS HYDRO, LLC",AUSABLE RIVER NY,NY
-73.8635919,43.3145338,4639,CHRISTINE FALLS,10/18/1983,9/30/2023,850,CHRISTINE FALLS CORP (NY),SACANDAGA RIVER NY,NY
-94.0646314,35.4130266,3043,LOCK AND DAM NUMBER 13,10/18/1983,9/30/1933,33200,ARKANSAS ELECTRIC COOP CORP (AR),ARKANSAS RIVER AR,AR
-83.4109288,33.9237563,6951,TALLASSEE SHOALS,10/24/1983,9/30/2023,1900,FALL LINE HYDRO COMPANY INC. (GA),MIDDLE OCONEE RIVER GA,GA
-68.6166937,45.1853362,4202,LOWELL TANNERY,10/31/1983,9/30/2023,1000,KEI (MAINE) POWER MGMT (II) LLC,PASSADUMKEAG R ME,ME
-117.050991,46.399883,2952,GEM STATE,12/12/1983,11/30/1933,22600,IDAHO FALLS CITY OF (ID),SNAKE RIVER ID,ID
-117.050991,46.399883,4881,BARBER DAM,12/23/1983,11/30/2023,3700,ADA COUNTY (ID),SNAKE RIVER ID,ID
-104.9947499,39.6917815,6916,STRONTIA SPRINGS,1/13/1984,12/31/2023,1087,DENVER CITY & COUNTY OF (CO),SOUTH PLATTE RIVER CO,CO
-69.3835102,44.7874093,5073,BENTON FALLS,3/8/1984,2/28/1934,4330,BENTON FALLS ASSOCIATES (NY),SEBASTICOOK ME,ME
-111.9599378,41.2351378,4597,PINE VIEW,3/16/1984,2/28/1934,1800,BOUNTIFUL CITY CITY OF (UT),OGDEN RIVER UT,UT
-70.4482999,43.8295323,2984,EEL WEIR,3/16/1984,3/31/2004,1800,S D WARREN CO (ME),PRESUMPSCOT RIVER ME,ME
-97.0420218,33.2730661,3940,LEWISVILLE DAM,3/27/1984,2/28/1934,2700,"CITY OF GARLAND, TX",ELM FORK OF THE TRINITY RIVER TX,TX
-72.9542699,41.8667635,4117,COLEBROOK,3/27/1984,2/28/1934,3000,METROPOLITAN DIST OF HARTFORD (CT),WEST BRANCH FARMINGTON RIVER CT,CT
-121.7520752,47.6960698,2959,TOLT RIVER - SOUTH FORK,3/29/1984,7/19/2029,16700,SEATTLE CITY OF (WA),SOUTH FORK TOLT RIVER WA,WA
-68.8559967,44.7361821,7189,GREEN LAKE,4/5/1984,3/31/2024,500,GREEN LAKE WATER POWER CO (ME),REEDS BROOK ME,ME
-101.7945316,47.5316053,2853,BROADWATER,4/23/1984,7/1/2024,9660,MONTANA DEPT-NATURAL RESOURCES (MT),MISSOURI RIVER MT,MT
-71.5123025,43.004956,3025,KELLEY'S FALLS,4/24/1984,3/31/2024,450,CONSOLIDATED HYDRO NH INC (CT),PISCATAQUOG RIVER NH,NH
-117.1445757,43.7276182,4354,OWYHEE DAM,5/9/1984,4/30/1934,4930,GEM IRRIGATION DISTRICT (ID),OWYHEE RIVER OR,OR
-75.5332353,43.5203475,7153,VICTORY MILLS,5/15/1984,4/30/2024,1656,CONSOLIDATED HYDRO NY INC (CT),FISH CREEK NY,NY
-72.7972985,44.9085507,2547,HIGHGATE FALLS,5/24/1984,4/30/2024,11510,SWANTON VILLAGE OF (VT),MISSISQUOI R VT,VT
-81.0808182,34.0094625,516,SALUDA,6/1/1984,8/31/2010,207300,SOUTH CAROLINA ELECTRIC&GAS CO (SC),SALUDA RIVER SC,SC
-88.5253353,37.060704,3206,NEW MARTINSVILLE,6/4/1984,5/31/1934,35720,"NEW MARTINSVILLE, CITY OF (WV)",OHIO RIVER WV,WV
